REPORT_DT,WO_CREATE_DT,WO_NUM,LABEL,DEAL_NUM,DEAL_DESC,DEAL_QTY,QTY_REQ,FG_ITEM,PRIM_SUFFIX,DIST_SUFFIX,PKG_SUFFIX,ITEM_DESC,FG_ITEM_QTY,DUE_SHIP_DT,PIPELINE_DEAL,ORDER_STATUS,BULK_ITEM,BULK_QTY,MFGID,LOCATION,SCHEDULE_DT,INITIAL,CUST_SEGMENT,COMMENTS,DEAL_PRICE,MONTH,YEAR,INITIAL_DFU,DISPLY_PIPELINE,WK_DEAL_INV,WK_DEAL_QTY,CUSTOMER,WK_NUMBER,DC_TGT_DUE_DT,FG_AVAIL_DT,BULK_AVAIL_DT,BULK_MFG,FG_AVAIL_WK,BULK_AVAIL_WK,FG_WK_YEAR,BULK_WK_YEAR,DEAL_WK_YEAR,FG_WK_OF,BULK_WK_OF,WK_START_OF,ACC_DNA_AFTR_SCH,DEAL_BRAND,DOSAGE,BRAND,WO_STATUS,CHANNEL,PKG_ENVIRONMENT,BULK_DESC,DFU
28-Mar-19,12-Feb-19,71637,DE,56686,56686- Description,1,750,80910,0055,0055,05NB,80910 - Description,750,01-Apr-19, PIPELINE,UNFRMD,80499,52500,B/N,45,,OR,243280,243280 - Comments,0,APR,2019,80910_0055_0055,Pipeline,0,0,CUSTOMER 4,14,01-Apr-19,01-Apr-19,01-Apr-19,B/N,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 5,BRAND 8,GMY,COMPANY,,WHOLESALE,US,80499 - Description,80910_0055_0055
28-Mar-19,12-Feb-19,71637,DE,56686,56686- Description,1,750,80939,0055,0055,05NB,80939 - Description,750,01-Apr-19, PIPELINE,UNFRMD,80928,135000,NBTX,45,,OR,243280,243280 - Comments,0,APR,2019,80939_0055_0055,Pipeline,0,0,CUSTOMER 4,14,01-Apr-19,01-Apr-19,01-Apr-19,NBTX,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 13,BRAND 8,GMY,DISNEY BRAND,,WHOLESALE,US,80928 - Description,80939_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80388,0055,0055,0055,80388 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80388_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 32,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80388_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80389,0055,0055,0055,80389 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80389_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80389_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80390,0055,0055,0055,80390 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80390_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80390_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80448,0055,0055,0055,80448 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80448_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80448_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80451,0055,0055,0055,80451 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80451_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80451_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80452,0055,0055,0055,80452 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80452_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80452_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80453,0055,0055,0055,80453 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80453_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80453_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80454,0055,0055,0055,80454 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80454_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80454_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80455,0055,0055,0055,80455 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80455_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80455_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80456,0055,0055,0055,80456 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80456_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80456_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80457,0055,0055,0055,80457 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80457_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80457_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80458,0055,0055,0055,80458 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80458_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80458_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80459,0055,0055,0055,80459 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80459_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 20,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80459_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80462,0055,0055,0055,80462 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80462_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80462_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80463,0055,0055,0055,80463 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80463_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80463_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80470,0055,0055,0055,80470 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80470_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,,BRAND 8,OTH,OSTEO BI-FLEX,,WHOLESALE,EU,,80470_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80481,0055,0055,0051,80481 - Description,9,04-Mar-19, PIPELINE,UNFRMD,80481,720,REXL,45,,OR,756248,756248 - Comments,0,MAR,2019,80481_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,REXL,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,TAB,OSTEO BI-FLEX,,WHOLESALE,EU,80481 - Description,80481_0055_0055
28-Mar-19,12-Feb-19,71627,DE,56686,56686- Description,1,2250,79364,ACNU,ACNU,ACNU,79364 - Description,2250,06-May-19, PIPELINE,UNFRMD,,9000,,45,,OR,200013905,200013905 - Comments,0,MAY,2019,79364_ACNU_ACNU,Pipeline,0,0,CUSTOMER 74,19,06-May-19,06-May-19,06-May-19,0,19,19,19_2019,19_2019,19_2019,29-APR-19,29-APR-19,29-APR-19,ACCOUNT DESC 49,BRAND 8,RTD,PURE PROTEIN RTD,,WHOLESALE,EU,,79364_ACNU_ACNU
28-Mar-19,12-Feb-19,71627,DE,56686,56686- Description,1,1920,79367,ACNU,ACNU,ACNU,79367 - Description,1920,06-May-19, PIPELINE,UNFRMD,,7680,,45,,OR,200013905,200013905 - Comments,0,MAY,2019,79367_ACNU_ACNU,Pipeline,0,0,CUSTOMER 74,19,06-May-19,06-May-19,06-May-19,0,19,19,19_2019,19_2019,19_2019,29-APR-19,29-APR-19,29-APR-19,ACCOUNT DESC 74,BRAND 8,RTD,PURE PROTEIN RTD,,WHOLESALE,EU,,79367_ACNU_ACNU
28-Mar-19,12-Feb-19,71628,DE,56686,56686- Description,1,1890,79252,0055,0050,05NB,79252 - Description,1890,06-May-19, PIPELINE,UNFRMD,56822,113400,ABCD,46,,OR,756248,756248 - Comments,0,MAY,2019,79252_0055_0050,Pipeline,0,0,CUSTOMER 48,19,06-May-19,06-May-19,06-May-19,ABCD,19,19,19_2019,19_2019,19_2019,29-APR-19,29-APR-19,29-APR-19,ACCOUNT DESC 74,BRAND 8,CAP,COMPANY,,WHOLESALE,US,56822 - Description,79252_0055_0050
28-Mar-19,12-Feb-19,71628,DE,56686,56686- Description,1,4467,79261,0055,0050,05NB,79261 - Description,4467,06-May-19, PIPELINE,UNFRMD,5070,446700,ABCD,46,,OR,756248,756248 - Comments,0,MAY,2019,79261_0055_0050,Pipeline,0,0,CUSTOMER 48,19,06-May-19,06-May-19,06-May-19,ABCD,19,19,19_2019,19_2019,19_2019,29-APR-19,29-APR-19,29-APR-19,ACCOUNT DESC 49,BRAND 8,CAP,COMPANY,,WHOLESALE,US,5070 - Description,79261_0055_0050
28-Mar-19,12-Feb-19,71628,DE,56686,56686- Description,1,1996,79262,0055,0050,05NB,79262 - Description,1996,06-May-19, PIPELINE,UNFRMD,7370,119760,CAPS,46,,OR,756248,756248 - Comments,0,MAY,2019,79262_0055_0050,Pipeline,0,0,CUSTOMER 48,19,06-May-19,06-May-19,06-May-19,CAPS,19,19,19_2019,19_2019,19_2019,29-APR-19,29-APR-19,29-APR-19,ACCOUNT DESC 49,BRAND 8,SFG,COMPANY,,WHOLESALE,US,7370 - Description,79262_0055_0050
28-Mar-19,12-Feb-19,71628,DE,56686,56686- Description,1,4180,79268,0055,0050,05NB,79268 - Description,4180,06-May-19, PIPELINE,UNFRMD,55356,188100,SLGR,46,,OR,756248,756248 - Comments,0,MAY,2019,79268_0055_0050,Pipeline,0,0,CUSTOMER 48,19,06-May-19,06-May-19,06-May-19,SLGR,19,19,19_2019,19_2019,19_2019,29-APR-19,29-APR-19,29-APR-19,ACCOUNT DESC 49,BRAND 8,CAP,COMPANY,,WHOLESALE,US,55356 - Description,79268_0055_0050
28-Mar-19,12-Feb-19,71628,DE,56686,56686- Description,1,4577,79271,0055,0050,05NB,79271 - Description,4577,06-May-19, PIPELINE,UNFRMD,4544,457700,REXL,46,,OR,756248,756248 - Comments,0,MAY,2019,79271_0055_0050,Pipeline,0,0,CUSTOMER 48,19,06-May-19,06-May-19,06-May-19,REXL,19,19,19_2019,19_2019,19_2019,29-APR-19,29-APR-19,29-APR-19,ACCOUNT DESC 49,BRAND 8,CAP,COMPANY,,WHOLESALE,US,4544 - Description,79271_0055_0050
28-Mar-19,12-Feb-19,71629,DE,56686,56686- Description,1,3,80384,0055,0050,0055,80384 - Description,3,04-Mar-19, PIPELINE,UNFRMD,,0,,46,,OR,756248,756248 - Comments,0,MAR,2019,80384_0055_0050,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80384_0055_0050
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80384,0055,0055,0055,80384 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80384_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 12,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80384_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80385,0055,0055,0055,80385 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80385_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80385_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80386,0055,0055,0055,80386 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80386_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80386_0055_0055
28-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,9,80387,0055,0055,0055,80387 - Description,9,04-Mar-19, PIPELINE,UNFRMD,,0,,45,,OR,756248,756248 - Comments,0,MAR,2019,80387_0055_0055,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80387_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80448,0055,0055,0055,80448 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80448_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 9,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80448_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80451,0055,0055,0055,80451 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80451_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 3,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80451_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80452,0055,0055,0055,80452 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80452_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 3,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80452_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80454,0055,0055,0055,80454 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80454_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 3,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80454_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80455,0055,0055,0055,80455 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80455_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 3,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80455_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80456,0055,0055,0055,80456 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80456_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 3,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80456_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80458,0055,0055,0055,80458 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80458_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 3,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80458_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80459,0055,0055,0055,80459 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80459_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 3,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80459_0055_0055
28-Mar-19,12-Feb-19,54575,NB,81236,81236- Description,100,2,80462,0055,0055,0055,80462 - Description,200,08-Jul-19,,UNFRMD,,0,,45,,GW,756180,756180 - Comments,247.5,JUL,2019,80462_0055_0055,Display,0,0,CUSTOMER 2,28,24-Jun-19,08-Jun-19,08-May-19,0,23,19,23_2019,19_2019,28_2019,27-MAY-19,29-APR-19,01-JUL-19,ACCOUNT DESC 3,BRAND 15,TAB,SUNDOWN ORGANICS,,WHOLESALE,EU,,80462_0055_0055
28-Mar-19,12-Feb-19,54577,NB,80087,80087- Description,487,2,15417,0055,0055,05NB,15417 - Description,974,05-Apr-19,,UNFRMD,15417,58440,ABCD,45,,GW,555905,555905 - Comments,439.23,APR,2019,15417_0055_0055,Display,0,0,CUSTOMER 1,14,22-Mar-19,05-Mar-19,05-Feb-19,ABCD,10,6,10_2019,6_2019,14_2019,25-FEB-19,28-JAN-19,25-MAR-19,ACCOUNT DESC 3,BRAND 5,CAP,COMPANY,,WHOLESALE,US,15417 - Description,15417_0055_0055
28-Mar-19,12-Feb-19,54577,NB,80087,80087- Description,487,2,19491,0055,0055,05NB,19491 - Description,974,05-Apr-19,,UNFRMD,55284,58440,REXL,45,,GW,555905,555905 - Comments,439.23,APR,2019,19491_0055_0055,Display,0,0,CUSTOMER 1,14,22-Mar-19,05-Mar-19,05-Feb-19,REXL,10,6,10_2019,6_2019,14_2019,25-FEB-19,28-JAN-19,25-MAR-19,ACCOUNT DESC 2,BRAND 5,CAP,COMPANY,,WHOLESALE,US,55284 - Description,19491_0055_0055
28-Mar-19,12-Feb-19,54577,NB,80087,80087- Description,487,2,52203,0055,0055,0051,52203 - Description,974,05-Apr-19,,UNFRMD,67232,77920,REXL,45,,GW,555905,555905 - Comments,439.23,APR,2019,52203_0055_0055,Display,0,0,CUSTOMER 1,14,22-Mar-19,05-Mar-19,05-Feb-19,REXL,10,6,10_2019,6_2019,14_2019,25-FEB-19,28-JAN-19,25-MAR-19,ACCOUNT DESC 2,BRAND 5,TAB,OSTEO BI-FLEX,,WHOLESALE,EU,67232 - Description,52203_0055_0055
28-Mar-19,12-Feb-19,71629,DE,56686,56686- Description,1,3,80385,0055,0050,0055,80385 - Description,3,04-Mar-19, PIPELINE,UNFRMD,,0,,46,,OR,756248,756248 - Comments,0,MAR,2019,80385_0055_0050,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 54,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80385_0055_0050
28-Mar-19,12-Feb-19,71629,DE,56686,56686- Description,1,3,80386,0055,0050,0055,80386 - Description,3,04-Mar-19, PIPELINE,UNFRMD,,0,,46,,OR,756248,756248 - Comments,0,MAR,2019,80386_0055_0050,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80386_0055_0050
28-Mar-19,12-Feb-19,71629,DE,56686,56686- Description,1,3,80387,0055,0050,0055,80387 - Description,3,04-Mar-19, PIPELINE,UNFRMD,,0,,46,,OR,756248,756248 - Comments,0,MAR,2019,80387_0055_0050,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80387_0055_0050
28-Mar-19,12-Feb-19,71629,DE,56686,56686- Description,1,3,80388,0055,0050,0055,80388 - Description,3,04-Mar-19, PIPELINE,UNFRMD,,0,,46,,OR,756248,756248 - Comments,0,MAR,2019,80388_0055_0050,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 49,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80388_0055_0050
28-Mar-19,12-Feb-19,54577,NB,80087,80087- Description,487,2,52205,0055,0055,0051,52205 - Description,974,05-Apr-19,,UNFRMD,67232,116880,REXL,45,,GW,555905,555905 - Comments,439.23,APR,2019,52205_0055_0055,Display,0,0,CUSTOMER 1,14,22-Mar-19,05-Mar-19,05-Feb-19,REXL,10,6,10_2019,6_2019,14_2019,25-FEB-19,28-JAN-19,25-MAR-19,ACCOUNT DESC 3,BRAND 5,TAB,OSTEO BI-FLEX,,WHOLESALE,EU,67232 - Description,52205_0055_0055
28-Mar-19,12-Feb-19,54577,NB,80087,80087- Description,487,2,57056,0055,0055,05NB,57056 - Description,974,05-Apr-19,,UNFRMD,56822,58440,ABCD,45,,GW,555905,555905 - Comments,439.23,APR,2019,57056_0055_0055,Display,0,0,CUSTOMER 1,14,22-Mar-19,05-Mar-19,05-Feb-19,ABCD,10,6,10_2019,6_2019,14_2019,25-FEB-19,28-JAN-19,25-MAR-19,ACCOUNT DESC 2,BRAND 5,CAP,COMPANY,,WHOLESALE,US,56822 - Description,57056_0055_0055
28-Mar-19,12-Feb-19,71629,DE,56686,56686- Description,1,3,80389,0055,0050,0055,80389 - Description,3,04-Mar-19, PIPELINE,UNFRMD,,0,,46,,OR,756248,756248 - Comments,0,MAR,2019,80389_0055_0050,Pipeline,0,0,CUSTOMER 48,10,04-Mar-19,04-Mar-19,04-Mar-19,0,10,10,10_2019,10_2019,10_2019,25-FEB-19,25-FEB-19,25-FEB-19,ACCOUNT DESC 37,BRAND 8,SFG,OPTIMAL SOLUTIONS,,WHOLESALE,EU,,80389_0055_0050
